syriacaUri,viafIdString,gedshUri
http://syriaca.org/person/10,37707408,https://gedsh.bethmardutho.org/Aphrahat
http://syriaca.org/person/100,,
http://syriaca.org/person/1000,,
http://syriaca.org/person/1002,,
http://syriaca.org/person/1003,,
http://syriaca.org/person/1004,,
http://syriaca.org/person/1005,,
http://syriaca.org/person/1006,,
http://syriaca.org/person/1007,,
http://syriaca.org/person/1008,,
http://syriaca.org/person/1009,,
http://syriaca.org/person/101,,
http://syriaca.org/person/1010,,
http://syriaca.org/person/1011,,
http://syriaca.org/person/1012,,
http://syriaca.org/person/1013,,
http://syriaca.org/person/1014,,
http://syriaca.org/person/1015,,
http://syriaca.org/person/1016,,
http://syriaca.org/person/1017,,
http://syriaca.org/person/1018,,
http://syriaca.org/person/1019,,
http://syriaca.org/person/102,,
http://syriaca.org/person/1020,,
http://syriaca.org/person/1021,,
http://syriaca.org/person/1022,,
http://syriaca.org/person/1023,,
http://syriaca.org/person/1024,,
http://syriaca.org/person/1025,,
http://syriaca.org/person/1026,,
http://syriaca.org/person/1027,,
http://syriaca.org/person/1028,305371326,
http://syriaca.org/person/1029,,
http://syriaca.org/person/103,,
http://syriaca.org/person/1030,,
http://syriaca.org/person/1031,,
http://syriaca.org/person/1032,,
http://syriaca.org/person/1033,,
http://syriaca.org/person/1034,,
http://syriaca.org/person/1035,,
http://syriaca.org/person/1036,,
http://syriaca.org/person/1037,,
http://syriaca.org/person/1038,,
http://syriaca.org/person/1039,,
http://syriaca.org/person/104,,
http://syriaca.org/person/1040,,
http://syriaca.org/person/1041,,
http://syriaca.org/person/1042,,
http://syriaca.org/person/1043,,
http://syriaca.org/person/1044,,
http://syriaca.org/person/1045,,
http://syriaca.org/person/1046,,
http://syriaca.org/person/1047,,
http://syriaca.org/person/1048,,
http://syriaca.org/person/1049,,
http://syriaca.org/person/105,,
http://syriaca.org/person/1050,,
http://syriaca.org/person/1051,,
http://syriaca.org/person/1052,,
http://syriaca.org/person/1053,,
http://syriaca.org/person/1054,,
http://syriaca.org/person/1055,,
http://syriaca.org/person/1056,,
http://syriaca.org/person/1057,,
http://syriaca.org/person/1058,,
http://syriaca.org/person/1059,,
http://syriaca.org/person/106,,https://gedsh.bethmardutho.org/Severos-bar-Mashqo
http://syriaca.org/person/1060,,
http://syriaca.org/person/1061,,
http://syriaca.org/person/1062,,
http://syriaca.org/person/1063,,
http://syriaca.org/person/1064,,
http://syriaca.org/person/1065,,
http://syriaca.org/person/1066,,
http://syriaca.org/person/1067,,
http://syriaca.org/person/1068,,
http://syriaca.org/person/1069,,
http://syriaca.org/person/107,,
http://syriaca.org/person/1070,,
http://syriaca.org/person/1071,,
http://syriaca.org/person/1072,,
http://syriaca.org/person/1073,,
http://syriaca.org/person/1074,,
http://syriaca.org/person/1075,,
http://syriaca.org/person/1076,,
http://syriaca.org/person/1077,,
http://syriaca.org/person/1078,,
http://syriaca.org/person/1079,,
http://syriaca.org/person/108,,
http://syriaca.org/person/1080,,
http://syriaca.org/person/1081,,
http://syriaca.org/person/1082,,
http://syriaca.org/person/1083,,
http://syriaca.org/person/1084,,
http://syriaca.org/person/1085,,
http://syriaca.org/person/1086,,
http://syriaca.org/person/1087,,
http://syriaca.org/person/1088,,
http://syriaca.org/person/1089,71750556 http://viaf.org/viaf/120148916,
http://syriaca.org/person/109,,https://gedsh.bethmardutho.org/Athanasios-II-of-Balad
http://syriaca.org/person/1090,,
http://syriaca.org/person/1091,,
http://syriaca.org/person/11,,
http://syriaca.org/person/110,,https://gedsh.bethmardutho.org/Abrohom-Nahshirtono
http://syriaca.org/person/111,,
http://syriaca.org/person/112,,
http://syriaca.org/person/113,50027842|71466781|173256905,https://gedsh.bethmardutho.org/Yaqub-of-Edessa
http://syriaca.org/person/114,,
http://syriaca.org/person/115,,
http://syriaca.org/person/116,,
http://syriaca.org/person/117,,
http://syriaca.org/person/118,,
http://syriaca.org/person/119,36447341,
http://syriaca.org/person/12,34428903|34428903,
http://syriaca.org/person/120,,
http://syriaca.org/person/121,,
http://syriaca.org/person/122,88628511|205658491,https://gedsh.bethmardutho.org/Giwargi-bp-of-the-Arab-tribes
http://syriaca.org/person/123,,
http://syriaca.org/person/125,,
http://syriaca.org/person/126,,
http://syriaca.org/person/127,6313778,https://gedsh.bethmardutho.org/Yuhanon-of-Litarba
http://syriaca.org/person/128,,
http://syriaca.org/person/129,,
http://syriaca.org/person/13,100177778,https://gedsh.bethmardutho.org/Ephrem
http://syriaca.org/person/130,,
http://syriaca.org/person/131,,
http://syriaca.org/person/132,,
http://syriaca.org/person/133,,
http://syriaca.org/person/135,,
http://syriaca.org/person/136,,https://gedsh.bethmardutho.org/Loozar-of-Beth-Qandasa
http://syriaca.org/person/139,,https://gedsh.bethmardutho.org/Giwargis-of-Beltan
http://syriaca.org/person/14,,
http://syriaca.org/person/140,,
http://syriaca.org/person/141,,
http://syriaca.org/person/142,,
http://syriaca.org/person/143,,
http://syriaca.org/person/144,,https://gedsh.bethmardutho.org/Dawid-bar-Pawlos
http://syriaca.org/person/145,,https://gedsh.bethmardutho.org/Quryaqos
http://syriaca.org/person/146,,
http://syriaca.org/person/148,35496021|57427058|34429345|209790048,
http://syriaca.org/person/149,,https://gedsh.bethmardutho.org/Loozar-bar-Sobtho
http://syriaca.org/person/15,,
http://syriaca.org/person/150,,https://gedsh.bethmardutho.org/Theodosios-of-Edessa
http://syriaca.org/person/151,,
http://syriaca.org/person/152,,https://gedsh.bethmardutho.org/Benjamin-of-Edessa
http://syriaca.org/person/153,,
http://syriaca.org/person/154,35993450|107784733|59064613|219224753|97626856,https://gedsh.bethmardutho.org/Antun-of-Tagrit
http://syriaca.org/person/155,90432903|73920151|217084427|74243094|79259592|192096704|205682075|228894097|246838872,https://gedsh.bethmardutho.org/Dionysios-of-Tel-Mahre
http://syriaca.org/person/156,122215176|89252085|235454802|203445803,https://gedsh.bethmardutho.org/Nonos-of-Nisibis
http://syriaca.org/person/158,,
http://syriaca.org/person/159,,
http://syriaca.org/person/16,,
http://syriaca.org/person/160,,
http://syriaca.org/person/161,48370261|32931212|242513861,https://gedsh.bethmardutho.org/Iwannis-of-Dara
http://syriaca.org/person/162,,
http://syriaca.org/person/163,,
http://syriaca.org/person/164,91195598,
http://syriaca.org/person/165,,
http://syriaca.org/person/166,,
http://syriaca.org/person/167,,
http://syriaca.org/person/168,,
http://syriaca.org/person/169,89580519|59824773|162473229,https://gedsh.bethmardutho.org/Theodosios-patr
http://syriaca.org/person/17,,https://gedsh.bethmardutho.org/Ishaq-of-Amid
http://syriaca.org/person/170,,
http://syriaca.org/person/171,,
http://syriaca.org/person/172,,
http://syriaca.org/person/173,67257819|194537177|207975182|199451533|201425597,https://gedsh.bethmardutho.org/Mushe-bar-Kipho
http://syriaca.org/person/174,,
http://syriaca.org/person/175,,
http://syriaca.org/person/176,,
http://syriaca.org/person/177,,
http://syriaca.org/person/178,,
http://syriaca.org/person/179,,
http://syriaca.org/person/18,,
http://syriaca.org/person/180,61561964|193269497|235551233|206757121,https://gedsh.bethmardutho.org/Yahya-b-Adi
http://syriaca.org/person/181,,
http://syriaca.org/person/182,,
http://syriaca.org/person/183,3706014|223435395|10700028,
http://syriaca.org/person/186,,
http://syriaca.org/person/187,,
http://syriaca.org/person/188,63600451|285370958|25000959,
http://syriaca.org/person/189,,
http://syriaca.org/person/190,,
http://syriaca.org/person/191,,
http://syriaca.org/person/192,,
http://syriaca.org/person/193,102598881|98372064,https://gedsh.bethmardutho.org/Yuhanon-X-Isho-bar-Shushan
http://syriaca.org/person/195,,
http://syriaca.org/person/196,241722327,
http://syriaca.org/person/197,,
http://syriaca.org/person/198,,
http://syriaca.org/person/199,,
http://syriaca.org/person/2,,
http://syriaca.org/person/20,,https://gedsh.bethmardutho.org/Qurillona
http://syriaca.org/person/200,,
http://syriaca.org/person/201,,
http://syriaca.org/person/202,,
http://syriaca.org/person/203,,
http://syriaca.org/person/204,,
http://syriaca.org/person/205,,
http://syriaca.org/person/206,,
http://syriaca.org/person/207,,
http://syriaca.org/person/208,,
http://syriaca.org/person/209,,https://gedsh.bethmardutho.org/Yuhanon-of-Mardin
http://syriaca.org/person/21,121999478,https://gedsh.bethmardutho.org/Grigorios-of-Cyprus
http://syriaca.org/person/210,,
http://syriaca.org/person/211,,
http://syriaca.org/person/212,66823251|97775101|79254667|96990907|195329610|210864491|231414834|207870515,https://gedsh.bethmardutho.org/Dionysios-bar-Salibi
http://syriaca.org/person/213,,
http://syriaca.org/person/214,,
http://syriaca.org/person/215,,
